184
Z-coords file (Bohr)
1 2.75223492233904742932e+01 2.02709031655969624808e+01 0.00000000000000000000e+00
1 2.32347496193648019869e+01 2.20283484614424693859e+01 0.00000000000000000000e+00
1 2.54931613108325088035e+01 2.33322594873923598868e+01 0.00000000000000000000e+00
1 2.85450690020050856788e+01 2.25903530108881192007e+01 0.00000000000000000000e+00
1 2.92981248626442614125e+01 2.38948309546753812072e+01 0.00000000000000000000e+00
1 2.77436361525770429637e+01 2.66819880157963922329e+01 0.00000000000000000000e+00
1 2.69903913193254076930e+01 2.53776990446215826580e+01 0.00000000000000000000e+00
1 3.01815718258784286832e+01 2.54249421977357101810e+01 0.00000000000000000000e+00
1 3.09346276865176079696e+01 2.67294201415229757401e+01 0.00000000000000000000e+00
1 2.93801389764503859681e+01 2.95165772026439832132e+01 0.00000000000000000000e+00
1 2.86270831158112066817e+01 2.82122882314691771910e+01 0.00000000000000000000e+00
1 3.18180746497517716875e+01 2.82595313845833047139e+01 0.00000000000000000000e+00
1 3.25713194830034069582e+01 2.95640093283705667204e+01 0.00000000000000000000e+00
1 3.10166418003237289724e+01 3.23511663894915741935e+01 0.00000000000000000000e+00
1 3.02635859396845532387e+01 3.10468774183167717240e+01 0.00000000000000000000e+00
1 3.34547664462375706762e+01 3.10941205714308956942e+01 0.00000000000000000000e+00
1 3.42078223068767499626e+01 3.23985985152181612534e+01 0.00000000000000000000e+00
1 3.26533335968095244084e+01 3.51857555763391687265e+01 0.00000000000000000000e+00
1 3.19000887635578962431e+01 3.38814666051643627043e+01 0.00000000000000000000e+00
1 3.50912692701109207860e+01 3.39287097582784866745e+01 0.00000000000000000000e+00
1 3.58443251307500929670e+01 3.52331877020657557864e+01 0.00000000000000000000e+00
1 3.42898364206828674128e+01 3.80203447631867561540e+01 0.00000000000000000000e+00
1 3.35367805600436952318e+01 3.67160557920119572373e+01 0.00000000000000000000e+00
1 3.67277720939842637904e+01 3.67632989451260812075e+01 0.00000000000000000000e+00
1 3.74808279546234359714e+01 3.80677768889133432140e+01 0.00000000000000000000e+00
1 3.59263392445562104172e+01 4.08549339500343506870e+01 0.00000000000000000000e+00
1 3.51732833839170382362e+01 3.95506449788595517703e+01 0.00000000000000000000e+00
1 3.85494680780649758844e+01 3.96842486158662950402e+01 0.00000000000000000000e+00
1 3.89782469357287908451e+01 4.12846576707604526746e+01 0.00000000000000000000e+00
1 3.73778378808346403162e+01 4.17136255010367165141e+01 0.00000000000000000000e+00
1 5.20706474719404539542e+01 4.28778857663812518197e-01 0.00000000000000000000e+00
1 5.04702384170463034252e+01 0.00000000000000000000e+00 0.00000000000000000000e+00
1 5.16418686142766389935e+01 2.02937688517042014169e+00 0.00000000000000000000e+00
1 5.58500997210705776297e+01 2.74707597001898449207e+01 0.00000000000000000000e+00
1 5.77398258456356430202e+01 2.74707597001898449207e+01 0.00000000000000000000e+00
1 6.15192780947657666957e+01 2.74707597001898449207e+01 0.00000000000000000000e+00
1 6.34090042193308249807e+01 2.74707597001898449207e+01 0.00000000000000000000e+00
1 6.71884564684609557617e+01 2.74707597001898449207e+01 0.00000000000000000000e+00
1 6.90781825930260140467e+01 2.74707597001898449207e+01 0.00000000000000000000e+00
1 2.50904606736876978346e+01 4.54930777501668401896e+01 0.00000000000000000000e+00
1 2.69801867982527596723e+01 4.54930777501668401896e+01 0.00000000000000000000e+00
1 5.58500997210705776297e+01 3.21950750116024977387e+01 0.00000000000000000000e+00
1 5.77398258456356430202e+01 3.21950750116024977387e+01 0.00000000000000000000e+00
1 6.15192780947657666957e+01 3.21950750116024977387e+01 0.00000000000000000000e+00
1 6.34090042193308249807e+01 3.21950750116024977387e+01 0.00000000000000000000e+00
1 6.71884564684609557617e+01 3.21950750116024977387e+01 0.00000000000000000000e+00
1 6.90781825930260140467e+01 3.21950750116024977387e+01 0.00000000000000000000e+00
1 2.50904606736876978346e+01 5.02173930615794930077e+01 0.00000000000000000000e+00
1 2.69801867982527596723e+01 5.02173930615794930077e+01 0.00000000000000000000e+00
1 5.58500997210705776297e+01 3.69193903230151576622e+01 0.00000000000000000000e+00
1 5.77398258456356430202e+01 3.69193903230151576622e+01 0.00000000000000000000e+00
1 6.15192780947657666957e+01 3.69193903230151576622e+01 0.00000000000000000000e+00
1 6.34090042193308249807e+01 3.69193903230151576622e+01 0.00000000000000000000e+00
1 6.71884564684609557617e+01 3.69193903230151576622e+01 0.00000000000000000000e+00
1 6.90781825930260140467e+01 3.69193903230151576622e+01 0.00000000000000000000e+00
1 2.50904606736876978346e+01 5.49417083729921458257e+01 0.00000000000000000000e+00
1 2.69801867982527596723e+01 5.49417083729921458257e+01 0.00000000000000000000e+00
1 2.50904606736876978346e+01 5.96660236844048057492e+01 0.00000000000000000000e+00
1 2.69801867982527596723e+01 5.96660236844048057492e+01 0.00000000000000000000e+00
1 2.69801867982527596723e+01 6.43903389958174585672e+01 0.00000000000000000000e+00
1 2.50904606736876978346e+01 6.43903389958174585672e+01 0.00000000000000000000e+00
